sr,sg,sb,cr,cg,cb,mr,mg,mb,tr,tg,tb,y_matrix,y_target,rr,rg,rb
0.08235294,0.08235294,0.09019608,0.07450981,0.07450981,0.06666667,0.0857323,0.10633604,0.0645062,0.046823744,0.058076724,0.03523085,0.09893558,0.07394353,0.027686063,0.016433083,0.03143582
0.03529412,0.02745098,0.03137255,0.011764706,0.011764706,0.011764706,0.035729855,0.03699682,0.021970471,0.012372714,0.012811444,0.007608045,0.03564256,0.011764706,-0.0006080074,-0.0010467377,0.004156661
0.12941177,0.11764706,0.15294118,0.09019608,0.08627451,0.105882354,0.13454197,0.15885855,0.10913391,0.086049534,0.10160178,0.06979919,0.15009873,0.088523924,0.004146546,-0.015327267,0.03608316
0.06666667,0.047058824,0.0627451,0.039215688,0.023529412,0.02745098,0.067351036,0.066300064,0.043870363,0.031369064,0.03087957,0.02043283,0.06490408,0.027147451,0.007846624,-0.007350158,0.0070181508
0.09803922,0.078431375,0.09411765,0.05882353,0.050980393,0.0627451,0.0998302,0.10618488,0.06624606,0.055159837,0.058671024,0.03660337,0.101950295,0.053497255,0.0036636926,-0.007690631,0.026141733
0.039215688,0.03137255,0.03529412,0.011764706,0.019607844,0.015686275,0.039789747,0.04198242,0.024767432,0.014474642,0.0152722895,0.009009852,0.040273335,0.017657256,-0.0027099364,0.0043355543,0.0066764234
0.050980393,0.07058824,0.08235294,0.019607844,0.043137256,0.043137256,0.056106478,0.089002445,0.060233455,0.028304057,0.0448991,0.030385995,0.07993165,0.038134903,-0.008696213,-0.0017618425,0.012751261
0.043137256,0.12941177,0.21176471,0.03137255,0.09803922,0.13725491,0.061151598,0.1676659,0.15831043,0.038179345,0.104680404,0.09883942,0.14434549,0.086697266,-0.0068067946,-0.006641187,0.03841549
0.003921569,0.0,0.019607844,0.0,0.0,0.007843138,0.0047227973,0.004735274,0.014178319,0.0010253038,0.0010280125,0.0030780667,0.0054144096,0.00056627457,-0.0010253038,-0.0010280125,0.004765071
0.1254902,0.11372549,0.15686275,0.09019608,0.08627451,0.11764706,0.13095653,0.15551138,0.11210693,0.08274089,0.09825512,0.07083134,0.1471572,0.089373335,0.0074551925,-0.011980608,0.046815716
0.12156863,0.101960786,0.12941177,0.06666667,0.05490196,0.08235294,0.12490127,0.13855612,0.09168282,0.07450002,0.082644746,0.054686166,0.13226885,0.0593851,-0.007833347,-0.027742784,0.027666777
0.015686275,0.007843138,0.011764706,0.003921569,0.003921569,0.003921569,0.015430363,0.012068818,0.007985654,0.003326977,0.0026021863,0.0017218057,0.012488678,0.003921569,0.00059459195,0.0013193826,0.0021997632
0.023529412,0.023529412,0.03137255,0.007843138,0.011764706,0.019607844,0.024833836,0.03155203,0.022551758,0.007964757,0.01011943,0.007232845,0.029473923,0.011497255,-0.00012161955,0.0016452763,0.012374999
