sr,sg,sb,cr,cg,cb,mr,mg,mb,tr,tg,tb,y_matrix,y_target,rr,rg,rb
0.9607843,0.9137255,0.8666667,0.972549,0.9372549,0.9098039,0.9855495,1.0,0.6141129,0.9630151,0.9771352,0.6000713,0.96906674,0.9427765,0.009533942,-0.039880276,0.30973262
1.0,1.0,0.99215686,1.0,1.0,1.0,1.0,1.0,0.7074556,1.0,1.0,0.70894307,0.9788783,1.0,0.0,0.0,0.29105693
0.92941177,0.8666667,0.8784314,0.92941177,0.90588236,0.92156863,0.9545358,1.0,0.62283766,0.91494894,0.9585276,0.5970071,0.96310323,0.9120172,0.014462829,-0.052645266,0.32456154
1.0,0.8980392,0.6862745,1.0,0.9019608,0.76862746,1.0,1.0,0.4783027,0.95652264,0.95652264,0.45750734,0.96233344,0.91317725,0.043477356,-0.054561853,0.31112012
0.9254902,0.85490197,0.7607843,0.9254902,0.87058824,0.81960785,0.94302434,1.0,0.5360588,0.88493323,0.93839914,0.5030371,0.9543904,0.8785796,0.040556967,-0.06781089,0.31657076
0.8980392,0.8784314,0.8627451,0.90588236,0.8901961,0.8862745,0.9261515,1.0,0.6137466,0.87289363,0.94249547,0.57845336,0.9564123,0.8932479,0.032988727,-0.05229938,0.30782115
1.0,1.0,0.99215686,1.0,1.0,1.0,1.0,1.0,0.7074556,1.0,1.0,0.70894307,0.9788783,1.0,0.0,0.0,0.29105693
1.0,0.9098039,0.8627451,1.0,0.93333334,0.89411765,1.0,1.0,0.608603,0.98600394,0.98600394,0.60008496,0.97174114,0.94467527,0.013996065,-0.052670598,0.2940327
0.9372549,0.8980392,0.8901961,0.9607843,0.92941177,0.91764706,0.96460885,1.0,0.6322682,0.9325267,0.9667408,0.61123943,0.9659256,0.93523216,0.028257608,-0.037329018,0.30640763
1.0,0.87058824,0.68235296,1.0,0.8784314,0.75686276,1.0,1.0,0.47430748,0.9557703,0.9557703,0.453329,0.962045,0.8954996,0.044229686,-0.077338934,0.30353376
0.9882353,0.8784314,0.7254902,0.9764706,0.89411765,0.7882353,0.99919206,1.0,0.50709945,0.960708,0.96148485,0.48756844,0.9642408,0.90398115,0.015762568,-0.067367196,0.30066687
0.98039216,0.8901961,0.81960785,0.972549,0.90588236,0.8666667,0.99867016,1.0,0.5773083,0.9762749,0.97757494,0.5643621,0.96919894,0.9172243,-0.0037258863,-0.071692586,0.30230457
1.0,0.92941177,0.8117647,1.0,0.92941177,0.8509804,1.0,1.0,0.5718912,0.9772144,0.9772144,0.5588603,0.9690905,0.93875605,0.022785604,-0.047802627,0.2921201
0.9882353,0.9764706,0.9490196,0.9843137,0.98039216,0.9647059,1.0,1.0,0.675509,0.99820346,0.99820346,0.67429537,0.97657174,0.98009336,-0.01388973,-0.017811298,0.29041052
1.0,0.92156863,0.8784314,1.0,0.9372549,0.9098039,1.0,1.0,0.62061876,0.9888164,0.9888164,0.613678,0.9726087,0.9486126,0.0111836195,-0.051561475,0.29612595
1.0,0.92156863,0.74509805,0.99215686,0.93333334,0.81960785,1.0,1.0,0.5225291,0.96541727,0.96541727,0.50445867,0.9655266,0.9376282,0.026739597,-0.03208393,0.3151492
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.71322554,1.0,1.0,0.7152261,0.9792949,1.0,0.0,0.0,0.2847739
0.99607843,1.0,1.0,0.9843137,1.0,1.0,1.0,1.0,0.7134722,1.0,1.0,0.7154948,0.9793127,0.9966651,-0.015686274,0.0,0.2845052
1.0,0.8901961,0.76862746,1.0,0.91764706,0.83137256,1.0,1.0,0.5385703,0.96925575,0.96925575,0.52201235,0.96668476,0.9289263,0.030744255,-0.05160868,0.3093602
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.71322554,1.0,1.0,0.7152261,0.9792949,1.0,0.0,0.0,0.2847739
0.93333334,0.85882354,0.73333335,0.9254902,0.85882354,0.78039217,0.9487231,1.0,0.5155293,0.8897595,0.9378495,0.4834889,0.95411974,0.8673341,0.03573072,-0.079025984,0.29690328
1.0,1.0,0.99215686,1.0,1.0,1.0,1.0,1.0,0.7074556,1.0,1.0,0.70894307,0.9788783,1.0,0.0,0.0,0.29105693
1.0,0.8901961,0.8039216,1.0,0.91764706,0.8509804,1.0,1.0,0.56453514,0.97544944,0.97544944,0.5506755,0.96855944,0.93034196,0.024550557,-0.05780238,0.3003049
0.99607843,0.85490197,0.65882355,1.0,0.8745098,0.74509805,1.0,1.0,0.45660973,0.9524383,0.9524383,0.4348926,0.9607672,0.89184546,0.047561705,-0.07792848,0.31020546
0.99215686,0.92941177,0.7882353,0.99607843,0.9372549,0.85490197,1.0,1.0,0.5550745,0.9731955,0.9731955,0.540196,0.9678764,0.943815,0.022882938,-0.035940588,0.31470597
0.9764706,0.84313726,0.6666667,0.9647059,0.85882354,0.74509805,0.98244965,1.0,0.46313706,0.9283185,0.9449019,0.4376191,0.9575073,0.8731231,0.036387384,-0.086078346,0.30747896
1.0,1.0,0.99215686,1.0,0.99607843,1.0,1.0,1.0,0.7074556,1.0,1.0,0.70894307,0.9788783,0.9971953,0.0,-0.0039215684,0.29105693
1.0,0.89411765,0.69411767,1.0,0.89411765,0.76862746,1.0,1.0,0.48391408,0.9575781,0.9575781,0.46338552,0.9627386,0.90756786,0.042421877,-0.06346047,0.30524194
0.972549,0.92156863,0.85490197,0.96862745,0.9372549,0.8862745,0.99601984,1.0,0.6050353,0.97843945,0.98234934,0.59435606,0.9706373,0.94024396,-0.009811997,-0.04509443,0.29191846
0.96862745,0.93333334,0.9137255,0.972549,0.93333334,0.9254902,0.9968995,1.0,0.64903253,0.98907113,0.9921473,0.6439359,0.974001,0.9411043,-0.01652211,-0.05881399,0.28155428
1.0,0.9607843,0.87058824,1.0,0.9607843,0.8980392,1.0,1.0,0.6164349,0.98787296,0.98787296,0.6089593,0.9723066,0.9645913,0.012127042,-0.027088642,0.2890799
1.0,0.9137255,0.7764706,1.0,0.92941177,0.8352941,1.0,1.0,0.54529184,0.9708617,0.9708617,0.529403,0.96717006,0.9376235,0.029138327,-0.041449904,0.30589116
0.9607843,0.84705883,0.7137255,0.9411765,0.85490197,0.7647059,0.97143567,1.0,0.49890205,0.9184536,0.94546,0.47169194,0.957748,0.86673176,0.0227229,-0.09055805,0.29301396
1.0,0.9137255,0.7764706,1.0,0.9254902,0.8352941,1.0,1.0,0.54529184,0.9708617,0.9708617,0.529403,0.96717006,0.9348188,0.029138327,-0.045371473,0.30589116
1.0,0.8901961,0.7411765,1.0,0.90588236,0.8117647,1.0,1.0,0.51837534,0.96442205,0.96442205,0.49993262,0.9652267,0.91909647,0.035577953,-0.05853969,0.3118321
0.96862745,0.84705883,0.7647059,0.96862745,0.8627451,0.81960785,0.98159295,1.0,0.5359137,0.93954545,0.957164,0.5129573,0.9625796,0.8821412,0.029082,-0.09441888,0.30665058
1.0,0.9411765,0.85882354,1.0,0.94509804,0.89411765,1.0,1.0,0.6069869,0.98561805,0.98561805,0.59825724,0.97162443,0.9530894,0.014381945,-0.040520012,0.2958604
0.9607843,0.92941177,0.8784314,0.972549,0.9411765,0.8980392,0.9874052,1.0,0.6234023,0.9683221,0.9806735,0.6113541,0.970132,0.9447318,0.004226923,-0.039497018,0.2866851
1.0,1.0,1.0,0.99607843,1.0,1.0,1.0,1.0,0.71322554,1.0,1.0,0.7152261,0.9792949,0.9991663,-0.0039215684,0.0,0.2847739
1.0,0.9411765,0.8117647,0.99607843,0.9529412,0.8666667,1.0,1.0,0.572367,0.97732854,0.97732854,0.5593906,0.9691249,0.95588315,0.018749893,-0.02438736,0.30727607
0.9882353,0.9019608,0.75686276,0.9647059,0.89411765,0.80784315,1.0,1.0,0.53113097,0.9674771,0.9674771,0.51385707,0.96614766,0.9028957,-0.0027711987,-0.07335943,0.29398608
1.0,0.8784314,0.6745098,1.0,0.8980392,0.7607843,1.0,1.0,0.4688547,0.9547431,0.9547431,0.44763577,0.9616513,0.90980625,0.045256913,-0.056703866,0.31314856
1.0,0.9098039,0.7411765,1.0,0.9254902,0.8117647,1.0,1.0,0.5191683,0.964612,0.964612,0.500796,0.96528393,0.93312,0.035387993,-0.039121807,0.3109687
0.9843137,0.8745098,0.72156864,0.9647059,0.8862745,0.78039217,0.99513215,1.0,0.5043025,0.9540493,0.95871615,0.48348296,0.9631757,0.8953044,0.010656595,-0.07244164,0.2969092
0.972549,0.9529412,0.92941177,0.972549,0.9607843,0.9411765,1.0,1.0,0.66111887,0.9958008,0.9958008,0.6583427,0.97553277,0.9618698,-0.023251772,-0.035016477,0.28283376
0.9647059,0.8666667,0.654902,0.9607843,0.8745098,0.7294118,0.972844,1.0,0.4561736,0.9140451,0.93955976,0.42860237,0.9549624,0.88237566,0.04673922,-0.06504995,0.3008094
1.0,0.8784314,0.67058825,1.0,0.89411765,0.7411765,1.0,1.0,0.4659697,0.9541992,0.9541992,0.4446279,0.961443,0.9055859,0.045800805,-0.06008154,0.29654858
0.99607843,1.0,1.0,0.99607843,1.0,1.0,1.0,1.0,0.7134722,1.0,1.0,0.7154948,0.9793127,0.9991663,-0.0039215684,0.0,0.2845052
0.9764706,0.92941177,0.8352941,0.99215686,0.95686275,0.8980392,0.9989424,1.0,0.5906809,0.9799361,0.9809736,0.5794424,0.97022235,0.9601192,0.01222074,-0.024110854,0.31859684
1.0,0.9019608,0.7411765,1.0,0.92156863,0.8156863,1.0,1.0,0.51885116,0.96453613,0.96453613,0.5004507,0.96526104,0.93059844,0.03546387,-0.0429675,0.3152356
1.0,0.92941177,0.78039217,1.0,0.9372549,0.8392157,1.0,1.0,0.54881126,0.9717016,0.9717016,0.5332808,0.96742415,0.94351614,0.028298378,-0.034446716,0.3059349
1.0,1.0,0.99215686,1.0,0.99607843,1.0,1.0,1.0,0.7074556,1.0,1.0,0.70894307,0.9788783,0.9971953,0.0,-0.0039215684,0.29105693
0.99607843,1.0,1.0,0.9882353,1.0,1.0,1.0,1.0,0.7134722,1.0,1.0,0.7154948,0.9793127,0.9974988,-0.011764705,0.0,0.2845052
1.0,0.91764706,0.74509805,1.0,0.9372549,0.81960785,1.0,1.0,0.5223705,0.9653794,0.9653794,0.50428575,0.96551514,0.9421004,0.034620583,-0.028124511,0.3153221
0.99607843,1.0,1.0,0.99607843,1.0,1.0,1.0,1.0,0.7134722,1.0,1.0,0.7154948,0.9793127,0.9991663,-0.0039215684,0.0,0.2845052
0.99607843,0.8901961,0.72156864,0.98039216,0.8980392,0.78431374,1.0,1.0,0.50419706,0.9613866,0.9613866,0.4847283,0.964203,0.9073365,0.019005537,-0.0633474,0.29958543
1.0,0.87058824,0.7058824,1.0,0.8784314,0.77254903,1.0,1.0,0.49161738,0.9590261,0.9590261,0.4714739,0.96329474,0.89663213,0.0409739,-0.08059472,0.30107513
0.99215686,0.8980392,0.8039216,0.9764706,0.9098039,0.84705883,1.0,1.0,0.5653456,0.9756427,0.9756427,0.5515753,0.968618,0.919447,0.0008279085,-0.065838754,0.29548353
0.96862745,0.85490197,0.68235296,0.9647059,0.87058824,0.7607843,0.9771832,1.0,0.4756461,0.92285126,0.9443994,0.44919991,0.95729077,0.8826698,0.04185462,-0.07381117,0.3115844
0.9607843,0.84313726,0.70980394,0.94509804,0.85882354,0.76862746,0.9709124,1.0,0.49585846,0.91721344,0.94469225,0.46843365,0.95741695,0.87065333,0.027884603,-0.085868716,0.30019382
1.0,0.9607843,0.8901961,1.0,0.9647059,0.91764706,1.0,1.0,0.6308598,0.9905865,0.9905865,0.6249212,0.9733481,0.9688118,0.009413481,-0.025880635,0.29272586
0.95686275,0.8862745,0.8,0.9607843,0.8980392,0.84705883,0.975978,1.0,0.56420445,0.93632776,0.95937383,0.541283,0.96342844,0.90769804,0.02445656,-0.06133461,0.30577582
0.98039216,0.85490197,0.69411767,0.972549,0.87058824,0.7647059,0.98850495,1.0,0.4835612,0.94035536,0.9512905,0.46000716,0.9602693,0.8846204,0.03219366,-0.080702245,0.30469874
0.9529412,0.85882354,0.7490196,0.9411765,0.8666667,0.8,0.9673554,1.0,0.52583605,0.9170089,0.9479545,0.49846864,0.9588251,0.87769413,0.024167597,-0.0812878,0.30153137
1.0,0.89411765,0.70980394,0.99215686,0.9098039,0.7882353,1.0,1.0,0.495454,0.95974636,0.95974636,0.47551018,0.9635718,0.9185349,0.032410502,-0.049942434,0.31272513
0.98039216,0.87058824,0.7137255,0.96862745,0.8745098,0.78039217,0.9908351,1.0,0.4986205,0.94651175,0.9552667,0.4763156,0.96185195,0.8877239,0.022115707,-0.0807569,0.30407658
0.94509804,0.85490197,0.78431374,0.9411765,0.8745098,0.8352941,0.962131,1.0,0.5521356,0.91380924,0.9497763,0.5244053,0.9596132,0.88585174,0.027367234,-0.07526648,0.31088883
1.0,0.9098039,0.7411765,1.0,0.9254902,0.81960785,1.0,1.0,0.5191683,0.964612,0.964612,0.500796,0.96528393,0.93368626,0.035387993,-0.039121807,0.31881183
0.972549,0.8745098,0.7529412,0.9607843,0.89411765,0.8156863,0.98642,1.0,0.5281223,0.94535697,0.9583717,0.5061375,0.96304333,0.90262824,0.015427351,-0.064254045,0.3095488
0.9490196,0.9490196,0.9411765,0.9490196,0.9490196,0.9490196,0.9820208,1.0,0.6710951,0.9705142,0.98828274,0.6632317,0.9724307,0.9490196,-0.021494567,-0.03926313,0.28578794
0.94509804,0.84705883,0.87058824,0.9372549,0.8745098,0.8784314,0.96677804,1.0,0.61528814,0.93217057,0.9642033,0.59326285,0.96516085,0.8881325,0.005084336,-0.08969349,0.28516853
0.95686275,0.8862745,0.7921569,0.9529412,0.9019608,0.8352941,0.97550356,1.0,0.5584345,0.9345591,0.95802736,0.5349955,0.962911,0.90798587,0.018382072,-0.056066573,0.30029863
1.0,1.0,0.99215686,1.0,1.0,0.9843137,1.0,1.0,0.7074556,1.0,1.0,0.70894307,0.9788783,0.99886745,0.0,0.0,0.27537066
1.0,0.99607843,0.98039216,1.0,0.99607843,0.9843137,1.0,1.0,0.698642,1.0,1.0,0.6993608,0.978242,0.99606276,0.0,-0.0039215684,0.28495294
1.0,0.85882354,0.75686276,1.0,0.88235295,0.8117647,1.0,1.0,0.5286464,0.96688217,0.96688217,0.5111388,0.96596825,0.90226823,0.03311783,-0.08452922,0.30062592
1.0,0.84705883,0.8039216,1.0,0.9019608,0.8392157,1.0,1.0,0.5627905,0.9750343,0.9750343,0.54874,0.9684335,0.91827375,0.024965703,-0.07307351,0.29047567
1.0,1.0,1.0,0.99607843,1.0,0.99215686,1.0,1.0,0.71322554,1.0,1.0,0.7152261,0.9792949,0.9986,-0.0039215684,0.0,0.27693075
1.0,0.90588236,0.7921569,0.99607843,0.92156863,0.85490197,1.0,1.0,0.5565146,0.9735389,0.9735389,0.54178864,0.9679804,0.9325961,0.022539556,-0.051970243,0.31311333
1.0,1.0,0.99215686,1.0,1.0,1.0,1.0,1.0,0.7074556,1.0,1.0,0.70894307,0.9788783,1.0,0.0,0.0,0.29105693
1.0,1.0,0.99215686,1.0,1.0,0.99215686,1.0,1.0,0.7074556,1.0,1.0,0.70894307,0.9788783,0.99943376,0.0,0.0,0.2832138
0.98039216,0.98039216,0.98039216,0.9882353,0.98039216,0.9843137,1.0,1.0,0.69924074,1.0,1.0,0.70001113,0.9782852,0.9823427,-0.011764705,-0.019607842,0.2843026
0.99607843,0.9137255,0.7294118,0.99215686,0.92941177,0.8,1.0,1.0,0.5109186,0.9626461,0.9626461,0.49183384,0.9646883,0.93340784,0.029510736,-0.033234358,0.30816618
0.9607843,0.8862745,0.827451,0.9647059,0.8980392,0.8666667,0.98117524,1.0,0.5841528,0.94869864,0.9669003,0.56481755,0.9659737,0.90994745,0.016007245,-0.06886107,0.30184913
1.0,0.9411765,0.8117647,1.0,0.9411765,0.8666667,1.0,1.0,0.572367,0.97732854,0.97732854,0.5593906,0.9691249,0.94830275,0.022671461,-0.036152065,0.30727607
0.9647059,0.84705883,0.69803923,0.94509804,0.8509804,0.7490196,0.97402346,1.0,0.48711547,0.92022055,0.94476223,0.4602083,0.9574471,0.86362827,0.024877489,-0.09378183,0.28881133
1.0,0.9098039,0.70980394,1.0,0.9254902,0.78039217,1.0,1.0,0.49608842,0.95986545,0.95986545,0.47617814,0.96361756,0.9308549,0.04013455,-0.03437525,0.30421403
0.9372549,0.90588236,0.89411765,0.9490196,0.92941177,0.9137255,0.96541804,1.0,0.63547045,0.93459934,0.96807736,0.61518455,0.96632886,0.9324478,0.014420271,-0.038665593,0.29854095
0.99607843,0.91764706,0.77254903,0.9843137,0.9137255,0.81960785,1.0,1.0,0.5428121,0.9702692,0.9702692,0.52667385,0.966991,0.9219373,0.014044523,-0.056543708,0.292934
1.0,0.8980392,0.7254902,1.0,0.90588236,0.8,1.0,1.0,0.5071526,0.96194077,0.96194077,0.4878508,0.96441644,0.91824704,0.038059235,-0.056058407,0.31214923
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.71322554,1.0,1.0,0.7152261,0.9792949,1.0,0.0,0.0,0.2847739
1.0,0.94509804,0.85490197,1.0,0.9490196,0.8980392,1.0,1.0,0.6042605,0.98496693,0.98496693,0.59517664,0.9714276,0.95617723,0.015033066,-0.035947323,0.30286258
0.9764706,0.8509804,0.6901961,0.9607843,0.85882354,0.7529412,0.98444504,1.0,0.4807642,0.93407226,0.9488313,0.45616415,0.9592042,0.87285566,0.02671206,-0.09000778,0.29677704
0.9764706,0.8666667,0.7137255,0.9607843,0.8745098,0.78039217,0.9870123,1.0,0.49870855,0.9407814,0.95316076,0.47534943,0.96104556,0.8860565,0.020002902,-0.07865095,0.30504274
0.9843137,0.87058824,0.74509805,0.9882353,0.89411765,0.8,0.99626946,1.0,0.5214538,0.95897114,0.962562,0.5019316,0.9646559,0.90733176,0.029264152,-0.06844437,0.2980684
1.0,0.8666667,0.7764706,1.0,0.8901961,0.827451,1.0,1.0,0.5433886,0.97040725,0.97040725,0.5273082,0.9670327,0.90901023,0.029592752,-0.08021116,0.30014277
0.99607843,0.8627451,0.7137255,0.9843137,0.88235295,0.7921569,1.0,1.0,0.49731678,0.9600961,0.9600961,0.47747192,0.96370625,0.8975177,0.024217606,-0.07774317,0.31468496
0.99607843,1.0,1.0,0.99607843,1.0,1.0,1.0,1.0,0.7134722,1.0,1.0,0.7154948,0.9793127,0.9991663,-0.0039215684,0.0,0.2845052
0.9019608,0.85882354,0.7882353,0.8901961,0.85882354,0.80784315,0.9237509,1.0,0.55789214,0.86243147,0.9336191,0.52085876,0.95186925,0.8618125,0.027764618,-0.074795544,0.28698438
0.9764706,0.84705883,0.6784314,0.9607843,0.85882354,0.7529412,0.9834474,1.0,0.47195065,0.93119496,0.9468681,0.44687504,0.9583557,0.87285566,0.029589355,-0.088044584,0.30606616
1.0,0.9019608,0.7176471,1.0,0.91764706,0.79607844,1.0,1.0,0.5015412,0.96088874,0.96088874,0.48192528,0.96401125,0.9263781,0.039111257,-0.04324168,0.31415316
0.99607843,0.9843137,0.95686275,0.99607843,0.99215686,0.9764706,1.0,1.0,0.6811029,0.99888754,0.99888754,0.6803452,0.9769756,0.9918581,-0.0028091073,-0.0067306757,0.2961254
1.0,0.9137255,0.8117647,1.0,0.93333334,0.87058824,1.0,1.0,0.57125676,0.97706217,0.97706217,0.5581534,0.96904474,0.9429765,0.022937834,-0.04372883,0.31243485
0.98039216,0.8784314,0.7411765,0.9607843,0.9137255,0.8117647,0.9930676,1.0,0.5191327,0.95370173,0.96035933,0.4985539,0.9638075,0.91636866,0.0070825815,-0.04663384,0.31321082
0.9764706,0.84313726,0.7058824,0.9529412,0.84705883,0.7647059,0.9848219,1.0,0.49198696,0.9364548,0.95088744,0.46782422,0.9600946,0.86362356,0.016486406,-0.10382861,0.29688168
1.0,0.92156863,0.76862746,1.0,0.9372549,0.8392157,1.0,1.0,0.5398391,0.96955895,0.96955895,0.52340585,0.9667764,0.94351614,0.030441046,-0.03230405,0.31580985
0.92941177,0.90588236,0.85882354,0.95686275,0.94509804,0.91764706,0.95620966,1.0,0.60999876,0.9151311,0.9570402,0.58379334,0.9625321,0.9456173,0.041731656,-0.011942148,0.33385372
1.0,0.9137255,0.7647059,1.0,0.9254902,0.83137256,1.0,1.0,0.5366369,0.96879363,0.96879363,0.5198904,0.96654516,0.9345357,0.03120637,-0.04330343,0.31148213
0.8901961,0.88235295,0.8862745,0.90588236,0.90588236,0.90588236,0.9207875,1.0,0.6317084,0.86812913,0.9428116,0.595582,0.9565688,0.90588236,0.037753224,-0.03692925,0.31030035
1.0,0.9098039,0.78431374,1.0,0.9254902,0.85882354,1.0,1.0,0.5509032,0.9722007,0.9722007,0.5355885,0.9675752,0.93651766,0.027799308,-0.04671049,0.32323503
1.0,0.8666667,0.6862745,0.99215686,0.8784314,0.7607843,1.0,1.0,0.47703385,0.9562838,0.9562838,0.45617974,0.9622418,0.89411527,0.035873055,-0.07785243,0.3046046
0.98039216,0.9411765,0.89411765,0.9882353,0.9607843,0.92941177,1.0,1.0,0.63418496,0.99116063,0.99116063,0.62857914,0.97358817,0.96435523,-0.0029253364,-0.030376315,0.30083263
0.9764706,0.8509804,0.6901961,0.9647059,0.8627451,0.7647059,0.98444504,1.0,0.4807642,0.93407226,0.9488313,0.45616415,0.9592042,0.8773436,0.030633628,-0.08608621,0.30854174
0.95686275,0.8627451,0.72156864,0.9529412,0.8745098,0.78039217,0.96951747,1.0,0.5055531,0.9168026,0.9456277,0.47806504,0.95782036,0.88438904,0.036138594,-0.07111788,0.30232713
0.9764706,0.84313726,0.6627451,0.9647059,0.85882354,0.7411765,0.9822124,1.0,0.46025208,0.92750466,0.9443015,0.4346167,0.95724857,0.87284,0.037201226,-0.08547795,0.30655977
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.71322554,1.0,1.0,0.7152261,0.9792949,1.0,0.0,0.0,0.2847739
1.0,1.0,0.99215686,1.0,1.0,0.99215686,1.0,1.0,0.7074556,1.0,1.0,0.70894307,0.9788783,0.99943376,0.0,0.0,0.2832138
1.0,1.0,0.99215686,1.0,1.0,0.99215686,1.0,1.0,0.7074556,1.0,1.0,0.70894307,0.9788783,0.99943376,0.0,0.0,0.2832138
1.0,0.9098039,0.7019608,1.0,0.93333334,0.8,1.0,1.0,0.49031845,0.95878214,0.95878214,0.47010857,0.963201,0.93788,0.041217864,-0.0254488,0.32989144
0.9490196,0.8980392,0.8352941,0.9529412,0.9137255,0.8745098,0.9718977,1.0,0.5911385,0.9351331,0.9621723,0.5687771,0.9645057,0.9192314,0.01780808,-0.048446834,0.30573273
0.99607843,1.0,1.0,1.0,1.0,0.99215686,1.0,1.0,0.7134722,1.0,1.0,0.7154948,0.9793127,0.99943376,0.0,0.0,0.27666205
1.0,0.92941177,0.78431374,1.0,0.93333334,0.84705883,1.0,1.0,0.55169624,0.97238994,0.97238994,0.53646386,0.9676325,0.9412776,0.027610064,-0.0390566,0.31059498
1.0,0.8980392,0.69803923,1.0,0.9137255,0.7921569,1.0,1.0,0.48695764,0.9581505,0.9581505,0.46657872,0.96295834,0.92329025,0.041849494,-0.04442501,0.32557815
1.0,0.92941177,0.78039217,1.0,0.94509804,0.84313726,1.0,1.0,0.54881126,0.9717016,0.9717016,0.5332808,0.96742415,0.94940865,0.028298378,-0.02660358,0.30985647
0.9647059,0.8666667,0.74509805,0.96862745,0.8862745,0.8039216,0.97830015,1.0,0.52252835,0.9321387,0.95281464,0.49787265,0.9609131,0.89783686,0.03648877,-0.06654012,0.30604893
1.0,0.8352941,0.6313726,1.0,0.85882354,0.7176471,1.0,1.0,0.43537518,0.9489004,0.9489004,0.4131277,0.9592341,0.8786447,0.0510996,-0.090076864,0.3045194
1.0,0.88235295,0.69803923,0.99607843,0.8980392,0.7764706,1.0,1.0,0.48632324,0.9580313,0.9580313,0.46591288,0.96291256,0.9101051,0.038047135,-0.059992075,0.31055772
0.92941177,0.8509804,0.75686276,0.9254902,0.8627451,0.8039216,0.94603777,1.0,0.53276855,0.888535,0.93921727,0.5003854,0.9547935,0.8718377,0.036955178,-0.07647216,0.30353618
1.0,0.95686275,0.8784314,1.0,0.9607843,0.9137255,1.0,1.0,0.62204623,0.98906314,0.98906314,0.615243,0.97271174,0.9657239,0.010936856,-0.028278828,0.29848248
0.91764706,0.9137255,0.8980392,0.93333334,0.92941177,0.92156863,0.9485439,1.0,0.6399058,0.90910304,0.95841956,0.61329824,0.9630617,0.9296792,0.024230301,-0.029007792,0.3082704
0.9882353,0.85490197,0.80784315,0.9882353,0.8901961,0.87058824,1.0,1.0,0.56673265,0.97597545,0.97597545,0.55311716,0.9687181,0.90962356,0.012259841,-0.08577937,0.3174711
0.98039216,0.8784314,0.7411765,0.972549,0.8862745,0.79607844,0.9930676,1.0,0.5191327,0.95370173,0.96035933,0.4985539,0.9638075,0.89810437,0.018847287,-0.07408482,0.29752454
1.0,0.9411765,0.8627451,0.99607843,0.9490196,0.89411765,1.0,1.0,0.60987186,0.9863069,0.9863069,0.60152084,0.97183275,0.95506036,0.009771526,-0.037287295,0.29259682
0.9882353,0.90588236,0.78431374,0.9882353,0.92156863,0.84313726,1.0,1.0,0.5514845,0.9723393,0.9723393,0.5362301,0.96761715,0.9300792,0.015896022,-0.05077064,0.30690718
1.0,0.99607843,0.9843137,1.0,0.99607843,0.98039216,1.0,1.0,0.701527,1.0,1.0,0.7024954,0.97845024,0.99577963,0.0,-0.0039215684,0.27789676
0.9647059,0.8627451,0.7254902,0.9607843,0.8745098,0.7921569,0.97682804,1.0,0.5079448,0.9276191,0.94962376,0.4823565,0.9595472,0.8869059,0.033165216,-0.07511395,0.3098004
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.71322554,1.0,1.0,0.7152261,0.9792949,1.0,0.0,0.0,0.2847739
1.0,0.91764706,0.7372549,1.0,0.9254902,0.80784315,1.0,1.0,0.51660055,0.9639964,0.9639964,0.49800107,0.96509856,0.9328369,0.03600359,-0.03850621,0.30984208
1.0,1.0,0.99215686,1.0,1.0,1.0,1.0,1.0,0.7074556,1.0,1.0,0.70894307,0.9788783,1.0,0.0,0.0,0.29105693
0.90588236,0.8980392,0.9019608,0.9098039,0.9019608,0.90588236,0.9370271,1.0,0.64289623,0.8926071,0.95259476,0.6124196,0.9608291,0.9039114,0.017196834,-0.050633967,0.29346275
1.0,0.99215686,0.9843137,1.0,0.99607843,0.9843137,1.0,1.0,0.7013684,1.0,1.0,0.702323,0.9784388,0.99606276,0.0,-0.0039215684,0.2819907
1.0,0.9372549,0.8235294,1.0,0.95686275,0.8666667,1.0,1.0,0.58086336,0.97936696,0.97936696,0.56887835,0.96973836,0.95952153,0.020633042,-0.02250421,0.29778832
1.0,0.8627451,0.7254902,1.0,0.8901961,0.7921569,1.0,1.0,0.50572515,0.96167314,0.96167314,0.48634228,0.9643133,0.90646195,0.03832686,-0.071477056,0.3058146
0.9843137,0.85882354,0.7058824,0.972549,0.8784314,0.7764706,0.99303925,1.0,0.4921281,0.94861686,0.95526624,0.47011337,0.9618518,0.8910792,0.023932159,-0.07683486,0.30635723
0.9882353,0.8862745,0.7882353,0.9843137,0.91764706,0.85490197,1.0,1.0,0.55357647,0.9728382,0.9728382,0.53854036,0.9677682,0.92729026,0.011475503,-0.05519116,0.3163616
1.0,0.94509804,0.84313726,1.0,0.95686275,0.8862745,1.0,1.0,0.5956055,0.98289746,0.98289746,0.5854191,0.9708027,0.96093726,0.01710254,-0.026034713,0.3008554
1.0,0.9607843,0.88235295,1.0,0.9647059,0.91764706,1.0,1.0,0.6250898,0.9895895,0.9895895,0.6185823,0.9729315,0.9688118,0.010410488,-0.024883628,0.29906476
1.0,0.9529412,0.84313726,1.0,0.9607843,0.89411765,1.0,1.0,0.5959227,0.98297346,0.98297346,0.5857762,0.9708256,0.9643082,0.017026544,-0.02218914,0.30834144
